id,event_type,event_cause,priority,corridor,zone,target_clearance_duration_mins,extracted_severity,vehicle_class,action_agency,osm_edge_u,osm_edge_v,road_highway_type,road_lanes,road_maxspeed
FKID000567,unplanned,vehicle_breakdown,High,Bellary Road 1,,88.67010386666668,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,430043775,343338941,trunk,3,60.0
FKID000568,unplanned,vehicle_breakdown,High,ORR North 2,,49.33388356666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1232882579,2446018850,tertiary,1,50.0
FKID000569,unplanned,road_conditions,High,Bannerghata Road,,41.26528335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,560654620,2639213495,primary,2,40.0
FKID000578,unplanned,vehicle_breakdown,High,Bellary Road 2,,35.9550146,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,8984105394,7553059088,tertiary,1,40.0
FKID000582,unplanned,vehicle_breakdown,High,Tumkur Road,,11.41129385,PARTIAL_BLOCK,BMTC_BUS,TRAFFIC_POLICE,9187864892,308072451,secondary,2,40.0
FKID000586,unplanned,accident,High,Bellary Road 2,,65.95049823333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13851353728,960168779,trunk,3,80.0
FKID000587,unplanned,vehicle_breakdown,Low,Non-corridor,,110.95514761666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1560168984,3676205045,primary_link,1,40.0
FKID000588,unplanned,vehicle_breakdown,Low,Non-corridor,,28.716758966666664,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10148771374,10148771375,motorway_link,1,40.0
FKID000589,unplanned,vehicle_breakdown,High,Mysore Road,,131.20510380000002,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11425338076,9999163252,primary,1,40.0
FKID000597,unplanned,vehicle_breakdown,High,Tumkur Road,,125.82290351666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,610334162,610334163,trunk,2,50.0
FKID000598,unplanned,vehicle_breakdown,Low,Non-corridor,,51.529733783333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12896208915,4209231288,secondary,2,40.0
FKID000599,unplanned,vehicle_breakdown,High,Mysore Road,,3.73901635,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,957050160,9939398574,residential,1,40.0
FKID000604,unplanned,vehicle_breakdown,Low,Non-corridor,,18.3825912,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,9662664582,11671363250,primary,2,40.0
FKID000605,unplanned,vehicle_breakdown,High,Tumkur Road,,7.900588366666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,610334162,610334163,trunk,2,50.0
FKID000609,unplanned,vehicle_breakdown,Low,Non-corridor,,14.79356025,PARTIAL_BLOCK,BMTC_BUS,TRAFFIC_POLICE,7478051301,3149270172,secondary,1,40.0
FKID000610,unplanned,vehicle_breakdown,High,Hennur Main Road,,100.59974936666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,391880991,2411018091,tertiary,2,40.0
FKID000612,unplanned,vehicle_breakdown,High,Magadi Road,,102.56760073333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11868532436,11868532437,residential,1,40.0
FKID000615,unplanned,others,High,Magadi Road,,156.8681104,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,308069192,11868532436,primary,2,50.0
FKID000623,unplanned,others,High,ORR North 1,,65.11967595,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9352843003,11165270544,secondary,1,40.0
FKID000631,unplanned,vehicle_breakdown,High,Mysore Road,,46.61182065,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9939407823,9939398571,secondary,1,40.0
FKID000632,unplanned,vehicle_breakdown,Low,Non-corridor,,41.68652611666666,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,3833785299,3833840726,motorway,2,120.0
FKID000633,unplanned,vehicle_breakdown,High,Varthur Road,,37.8018373,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6136789032,1701004555,primary,2,40.0
FKID000634,unplanned,vehicle_breakdown,Low,Non-corridor,,118.13179021666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6143056194,7374276412,tertiary,1,40.0
FKID000635,unplanned,vehicle_breakdown,Low,Non-corridor,,58.84397311666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1837297485,2041904683,trunk,2,40.0
FKID000636,unplanned,vehicle_breakdown,High,Bellary Road 1,,40.3799524,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1435578886,295734747,primary,2,40.0
FKID000646,unplanned,others,Low,Non-corridor,,187.72091528333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2247896704,1595758116,residential,1,40.0
FKID000650,unplanned,vehicle_breakdown,High,Hennur Main Road,,92.29220731666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,5283567332,1955162275,primary,1,40.0
FKID000655,unplanned,others,Low,Non-corridor,,48.6091393,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1457578290,3327525111,primary,1,40.0
FKID000657,unplanned,accident,Low,Non-corridor,,4.357959916666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10038925800,10038925801,residential,1,40.0
FKID000658,unplanned,vehicle_breakdown,High,Mysore Road,,4.0160994500000005,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,286679311,12128943145,primary,1,40.0
FKID000664,unplanned,others,High,Tumkur Road,,1303.7770233833332,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12638345708,12638345735,tertiary,1,40.0
FKID000668,unplanned,vehicle_breakdown,Low,Non-corridor,,41.98896968333334,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,2227865026,2177268811,primary,2,50.0
FKID000673,unplanned,vehicle_breakdown,Low,Non-corridor,,99.42997704999999,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,12462395646,663311721,primary,3,40.0
FKID000676,unplanned,vehicle_breakdown,High,Mysore Road,,49.17207883333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1568922443,429230952,primary_link,1,40.0
FKID000681,unplanned,vehicle_breakdown,High,Tumkur Road,,7.371330166666667,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,610334162,610334163,trunk,2,50.0
FKID000684,unplanned,vehicle_breakdown,High,Varthur Road,,59.29006258333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7187815392,9841433893,primary,2,40.0
FKID000685,unplanned,vehicle_breakdown,Low,Non-corridor,,15.77857665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3756218751,11055018327,primary,1,40.0
FKID000695,unplanned,vehicle_breakdown,High,Tumkur Road,,45.83979136666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11896541226,12408651403,secondary,1,40.0
FKID000697,unplanned,vehicle_breakdown,High,Bellary Road 1,,105.14612633333333,NORMAL_OBSTRUCTION,HEAVY_GOODS,TRAFFIC_POLICE,2630925128,1989700033,primary,2,40.0
FKID000700,unplanned,vehicle_breakdown,High,Bellary Road 1,,27.93791925,NORMAL_OBSTRUCTION,HEAVY_GOODS,TRAFFIC_POLICE,3023900546,470253088,secondary,1,40.0
FKID000701,unplanned,vehicle_breakdown,High,Tumkur Road,,12.276266133333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,12638345708,12638345735,tertiary,1,40.0
FKID000706,unplanned,tree_fall,Low,Non-corridor,,56.79600258333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,254664211,12134088495,tertiary,2,40.0
FKID000708,unplanned,vehicle_breakdown,High,Bellary Road 2,,45.69163531666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,8984105394,11449187230,primary,2,40.0
FKID000712,unplanned,vehicle_breakdown,Low,Non-corridor,,42.935636433333336,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,17327433,10279595643,tertiary,1,40.0
FKID000714,unplanned,others,Low,Non-corridor,,280.83443520000003,NORMAL_OBSTRUCTION,OTHER,BWSSB,248525409,10289145755,primary,2,40.0
FKID000715,unplanned,others,High,Hosur Road,,26.72452003333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6137525101,10282769895,primary,1,40.0
FKID000719,unplanned,vehicle_breakdown,Low,Non-corridor,,95.82774763333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,461755298,10279595649,tertiary,1,40.0
FKID000720,unplanned,vehicle_breakdown,Low,Non-corridor,,34.2924117,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,7305383393,12165336146,tertiary,1,40.0
FKID000721,unplanned,vehicle_breakdown,Low,Non-corridor,,129.19878353333334,NORMAL_OBSTRUCTION,OTHER,BBMP,429303179,429303181,residential,1,40.0
FKID000725,unplanned,vehicle_breakdown,High,Tumkur Road,,19.84877475,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11630007269,11630007270,residential,1,40.0
FKID000732,unplanned,others,High,Magadi Road,,611.3854716000001,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12607355193,13919679334,primary,1,40.0
FKID000744,unplanned,vehicle_breakdown,High,West of Chord Road,,115.28882806666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1524720263,10079378181,tertiary,1,40.0
FKID000748,unplanned,vehicle_breakdown,High,Varthur Road,,98.82358633333334,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,6562185321,343322993,trunk,3,60.0
FKID000749,unplanned,others,High,Tumkur Road,,1327.4565705999998,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,251361763,419634231,trunk,2,30.0
FKID000752,unplanned,vehicle_breakdown,High,Bellary Road 1,,12.097447016666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6975777879,430127798,residential,1,40.0
FKID000755,unplanned,vehicle_breakdown,High,Bannerghata Road,,10.48741705,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,308717471,1516143504,primary,1,40.0
FKID000756,unplanned,vehicle_breakdown,Low,Non-corridor,,73.79083653333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1485692863,2247917549,primary,2,40.0
FKID000757,unplanned,vehicle_breakdown,High,ORR East 1,,40.523691066666665,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,11374930011,1653906436,trunk,3,60.0
FKID000763,unplanned,vehicle_breakdown,High,Mysore Road,,25.035437483333332,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1523171187,5358267800,trunk,1,40.0
FKID000766,unplanned,vehicle_breakdown,High,Mysore Road,,48.54255426666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,9939398577,2221491051,residential,1,40.0
FKID000769,unplanned,vehicle_breakdown,Low,Non-corridor,,27.657876616666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10279595648,10279595646,tertiary,1,40.0
FKID000773,unplanned,vehicle_breakdown,High,Tumkur Road,,148.41387268333335,NORMAL_OBSTRUCTION,HEAVY_GOODS,BBMP,610334162,610334163,trunk,2,50.0
FKID000775,unplanned,others,High,Mysore Road,,154.96781246666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6894860921,12119649210,primary,1,20.0
FKID000778,unplanned,vehicle_breakdown,High,Bellary Road 1,,29.79319548333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2630925128,1989700033,primary,2,40.0
FKID000781,unplanned,vehicle_breakdown,Low,Non-corridor,,119.41805864999999,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,4620988720,435688175,secondary,1,40.0
FKID000783,unplanned,vehicle_breakdown,Low,Non-corridor,,30.14560906666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9709501448,11554362420,secondary,2,50.0
FKID000787,unplanned,vehicle_breakdown,High,Mysore Road,,79.44030501666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,249083738,12167355977,trunk,2,40.0
FKID000789,unplanned,vehicle_breakdown,High,ORR North 1,,33.73741513333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11846694183,335648021,trunk,3,50.0
FKID000791,unplanned,vehicle_breakdown,Low,Non-corridor,,71.70723046666667,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,13097936685,1438144828,primary,2,40.0
FKID000792,unplanned,vehicle_breakdown,High,Mysore Road,,41.48662983333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,249087938,12128943145,primary,1,40.0
FKID000798,unplanned,tree_fall,High,West of Chord Road,,31.80648258333333,NORMAL_OBSTRUCTION,OTHER,BBMP,9632587601,7297186472,primary,2,40.0
FKID000800,unplanned,vehicle_breakdown,High,Hosur Road,,47.110916849999995,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,12022638280,6136172561,secondary,1,40.0
FKID000807,unplanned,others,High,Bellary Road 1,,32.5370269,NORMAL_OBSTRUCTION,HEAVY_GOODS,TRAFFIC_POLICE,343338941,426962456,trunk,3,60.0
FKID000817,unplanned,tree_fall,Low,Non-corridor,,358.28831121666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4316622755,4316622758,secondary,1,40.0
FKID000818,unplanned,vehicle_breakdown,Low,Non-corridor,,95.20728398333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1837297484,1837297461,trunk,2,40.0
FKID000821,unplanned,vehicle_breakdown,Low,Non-corridor,,38.20984111666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10148771374,10148771375,motorway_link,1,40.0
FKID000824,unplanned,vehicle_breakdown,High,Mysore Road,,20.381774716666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1469034694,1469034722,primary_link,2,40.0
FKID000828,unplanned,accident,High,ORR East 1,,52.74507428333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11428038811,9846394217,residential,1,40.0
FKID000829,unplanned,others,High,ORR North 1,,1.0338238833333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13603313180,6968452833,tertiary,1,40.0
FKID000831,unplanned,vehicle_breakdown,Low,Non-corridor,,53.862429883333334,NORMAL_OBSTRUCTION,HEAVY_GOODS,TRAFFIC_POLICE,4950155146,13119702903,residential,1,40.0
FKID000841,unplanned,vehicle_breakdown,High,Varthur Road,,62.645947,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,442065750,343334152,primary,2,40.0
FKID000843,unplanned,vehicle_breakdown,High,ORR East 1,,1.2778825666666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11865827584,12073866974,trunk,3,60.0
FKID000844,unplanned,vehicle_breakdown,Low,Non-corridor,,58.697027133333336,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1820394700,1820387919,primary,1,40.0
FKID000845,unplanned,vehicle_breakdown,Low,Non-corridor,,75.01906000000001,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,11155345201,11155345198,secondary,1,40.0
FKID000857,unplanned,construction,Low,Non-corridor,,969.3087973999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10168279079,13503151320,tertiary,2,30.0
FKID000858,unplanned,vehicle_breakdown,Low,Non-corridor,,22.188365633333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1636820523,12421958515,primary,1,40.0
FKID000859,unplanned,vehicle_breakdown,High,Bellary Road 1,,53.13025051666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,426962456,4044342169,primary,3,40.0
FKID000860,unplanned,vehicle_breakdown,High,ORR West 1,,62.22422101666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2421937609,2421937618,tertiary,1,40.0
FKID000866,unplanned,accident,Low,Non-corridor,,1.8313234166666668,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,620136184,447113021,tertiary,1,40.0
FKID000869,unplanned,vehicle_breakdown,Low,Non-corridor,,81.64968848333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1837297560,13890242376,primary,1,40.0
FKID000876,unplanned,vehicle_breakdown,High,Old Airport Road,,15.971929466666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1371978437,11228965364,primary,2,40.0
FKID000877,unplanned,vehicle_breakdown,Low,Non-corridor,,78.58225675,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1454651965,6991440387,primary,1,30.0
FKID000893,unplanned,vehicle_breakdown,High,Bellary Road 1,,114.21673276666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1435578886,295734747,primary,2,40.0
FKID000896,unplanned,vehicle_breakdown,High,Old Airport Road,,1.2535275166666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,442075137,4307434915,primary,2,40.0
FKID000900,unplanned,vehicle_breakdown,High,Bellary Road 1,,49.60811926666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,426962456,4044342169,primary,3,40.0
FKID000905,unplanned,construction,Low,Non-corridor,,366.65548681666667,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,13503151320,10168279079,tertiary,2,30.0
FKID000907,unplanned,others,High,Mysore Road,,76.24653713333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,11688206891,11182496368,trunk,1,40.0
FKID000909,unplanned,water_logging,Low,Non-corridor,,137.85110428333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,303959821,12525418300,secondary,2,40.0
FKID000914,unplanned,vehicle_breakdown,High,Hosur Road,,79.27560286666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7175215055,7175206214,tertiary,2,40.0
FKID000915,unplanned,vehicle_breakdown,High,Hosur Road,,96.84268413333332,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1472269389,306589874,primary,2,50.0
FKID000917,unplanned,others,High,CBD 2,,75.09085913333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2382044454,12147813608,primary,3,30.0
FKID000926,unplanned,vehicle_breakdown,High,Magadi Road,,17.01463426666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9771052411,9909305454,primary,1,40.0
FKID000930,unplanned,vehicle_breakdown,Low,Non-corridor,,10.597155033333333,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,3833785299,3833840726,motorway,2,120.0
FKID000931,unplanned,road_conditions,Low,Non-corridor,,1386.89255105,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,559375851,9784696350,residential,1,40.0
FKID000937,unplanned,vehicle_breakdown,Low,Non-corridor,,39.4856103,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,11155354016,11155354014,primary,1,30.0
FKID000939,unplanned,vehicle_breakdown,High,Tumkur Road,,16.270418616666667,PARTIAL_BLOCK,HEAVY_GOODS,TRAFFIC_POLICE,10274836878,1485692810,secondary,1,40.0
FKID000941,unplanned,vehicle_breakdown,Low,Non-corridor,,138.70672721666668,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1719192299,1719192233,tertiary,2,40.0
FKID000942,unplanned,accident,High,Mysore Road,,32.826353266666665,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,249087938,12128943145,primary,1,40.0
FKID000952,unplanned,procession,Low,Non-corridor,,36.537950349999996,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,11017206560,6518287701,secondary,2,40.0
FKID000956,planned,procession,Low,Non-corridor,,29.108712066666666,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,7291578195,7485212798,residential,1,40.0
FKID000957,unplanned,vehicle_breakdown,Low,Non-corridor,,92.15842395,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,410605177,7410650274,secondary,1,40.0
FKID000962,unplanned,others,High,Tumkur Road,,355.29140055,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12638345745,6033543944,tertiary,1,40.0
FKID000964,unplanned,vehicle_breakdown,High,Bellary Road 1,,12.875058366666668,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1435578886,295734747,primary,2,40.0
FKID000966,unplanned,vehicle_breakdown,High,ORR East 1,,6.304003066666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1615767007,9846394228,tertiary,2,40.0
FKID000972,unplanned,vehicle_breakdown,High,CBD 2,,83.6431582,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,254665655,10121050217,primary,2,40.0
FKID000973,unplanned,vehicle_breakdown,High,Mysore Road,,54.19506535,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,308064986,308064607,secondary,1,40.0
FKID000975,unplanned,vehicle_breakdown,Low,Non-corridor,,21.735800349999998,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1837297548,13064812730,primary,1,40.0
FKID000976,unplanned,vehicle_breakdown,Low,Non-corridor,,27.90641395,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12690332264,1837297545,trunk,2,40.0
FKID000979,unplanned,vehicle_breakdown,High,Bellary Road 1,,26.02119336666667,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,430047518,12099921834,tertiary,2,40.0
FKID000983,unplanned,vehicle_breakdown,Low,Non-corridor,,2.318516516666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1636820472,11054990209,primary,1,40.0
FKID000984,unplanned,vehicle_breakdown,High,CBD 2,,25.868294600000002,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,10121296057,11854384390,primary,3,40.0
FKID000990,unplanned,vehicle_breakdown,High,ORR North 2,,70.6369603,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,11601696870,12260709162,tertiary,1,40.0
FKID000992,unplanned,vehicle_breakdown,Low,Non-corridor,,19.236815733333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3756218751,11055018327,primary,1,40.0
FKID000996,unplanned,congestion,High,Hennur Main Road,,81.69610738333334,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,5370244496,11938842434,tertiary,3,60.0
FKID000999,unplanned,vehicle_breakdown,High,Tumkur Road,,77.64849921666668,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13747454361,11630007270,residential,1,40.0
FKID001001,unplanned,road_conditions,High,ORR East 2,,1.9296002833333332,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,10050249652,343323002,trunk,3,60.0
FKID001009,unplanned,vehicle_breakdown,High,ORR North 1,,43.703668050000005,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3800594551,442107275,trunk,3,60.0
FKID001010,unplanned,vehicle_breakdown,Low,Non-corridor,,18.12563553333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1837297484,1837297461,trunk,2,40.0
FKID001011,unplanned,vehicle_breakdown,High,Old Airport Road,,69.32541208333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7479003431,1454651919,primary,2,40.0
FKID001012,unplanned,others,Low,Non-corridor,,43.829488833333336,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7613304828,2250391934,primary,3,80.0
FKID001013,unplanned,vehicle_breakdown,High,Mysore Road,,107.36787663333332,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1523171064,699684160,trunk,1,40.0
FKID001017,unplanned,vehicle_breakdown,High,Tumkur Road,,141.42639348333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,2703669994,251361763,trunk,2,60.0
FKID001035,unplanned,vehicle_breakdown,Low,Non-corridor,,99.77792416666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,8044105316,296030008,primary,2,40.0
FKID001041,unplanned,vehicle_breakdown,Low,Non-corridor,,71.35226383333334,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,9363518172,9363518173,residential,2,40.0
FKID001042,unplanned,vehicle_breakdown,High,Bellary Road 1,,60.9291782,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9807833123,12139242555,trunk,3,80.0
FKID001043,unplanned,vehicle_breakdown,Low,Non-corridor,,13.084814833333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10076345215,10076352017,secondary,1,40.0
FKID001051,unplanned,vehicle_breakdown,High,Bannerghata Road,,10.573012383333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,560654632,1344698572,primary,2,40.0
FKID001057,unplanned,vehicle_breakdown,High,ORR North 1,,42.808710616666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4952656449,2408528584,tertiary,2,40.0
FKID001060,unplanned,vehicle_breakdown,High,Tumkur Road,,29.313113633333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,426823706,463393233,secondary,1,40.0
FKID001061,unplanned,vehicle_breakdown,Low,Non-corridor,,28.7572406,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,3865371964,431548708,secondary,1,40.0
FKID001068,unplanned,vehicle_breakdown,High,ORR East 1,,27.226681883333335,NORMAL_OBSTRUCTION,HEAVY_GOODS,TRAFFIC_POLICE,6131800547,2387017507,tertiary,2,30.0
FKID001079,unplanned,vehicle_breakdown,High,Magadi Road,,33.101952716666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6142999388,9771052411,primary,1,40.0
FKID001080,unplanned,vehicle_breakdown,High,ORR North 1,,64.03269065,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1681844139,11850325025,trunk,3,50.0
FKID001083,unplanned,vehicle_breakdown,High,Mysore Road,,21.942543016666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1780334138,11182496366,trunk,1,40.0
FKID001084,unplanned,others,High,Bellary Road 1,,4.012004933333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12099941393,1289949455,tertiary,2,40.0
FKID001086,unplanned,vehicle_breakdown,High,Mysore Road,,9.573394949999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2221301400,2221301389,residential,1,40.0
FKID001089,unplanned,congestion,High,Hennur Main Road,,70.369317,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,391880991,391881001,residential,1,40.0
FKID001091,unplanned,vehicle_breakdown,Low,Non-corridor,,14.661646350000002,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,362566000,9791806809,primary,2,40.0
FKID001095,unplanned,tree_fall,High,Bellary Road 1,,20.392180399999997,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,343338948,430043775,trunk,3,60.0
